INDEX,Issuer Ticker,Name,Asset Class,Weight (%),Sector,Exchange,Location,Market Currency
WSML,NEOG,NEOGEN CORP,Equity,0.05,Health Care,NASDAQ,United States,USD
WSML,WSC,WILLSCOT MOBILE MINI HOLDINGS CORP,Equity,0.05,Industrials,NASDAQ,United States,USD
WSML,IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Equity,0.05,Financials,NASDAQ,United States,USD
WSML,WEN,WENDYS,Equity,0.05,Consumer Discretionary,NASDAQ,United States,USD
WSML,CRUS,CIRRUS LOGIC INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,KNSL,KINSALE CAPITAL GROUP INC,Equity,0.05,Financials,NASDAQ,United States,USD
WSML,BCPC,BALCHEM CORP,Equity,0.05,Materials,NASDAQ,United States,USD
WSML,UBSI,UNITED BANKSHARES INC,Equity,0.05,Financials,NASDAQ,United States,USD
WSML,QRTEA,QURATE RETAIL INC SERIES A,Equity,0.05,Consumer Discretionary,NASDAQ,United States,USD
WSML,HWC,HANCOCK WHITNEY CORP,Equity,0.05,Financials,NASDAQ,United States,USD
WSML,SPSC,SPS COMMERCE INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,CHX,CHAMPIONX CORP,Equity,0.05,Energy,NASDAQ,United States,USD
WSML,FEYE,FIREEYE INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,EYE,NATIONAL VISION HOLDINGS INC,Equity,0.05,Consumer Discretionary,NASDAQ,United States,USD
WSML,GT,GOODYEAR TIRE & RUBBER,Equity,0.05,Consumer Discretionary,NASDAQ,United States,USD
WSML,ENSG,ENSIGN GROUP INC,Equity,0.05,Health Care,NASDAQ,United States,USD
WSML,EDIT,EDITAS MEDICINE INC,Equity,0.05,Health Care,NASDAQ,United States,USD
WSML,CRNC,CERENCE INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,NAVI,NAVIENT CORP,Equity,0.05,Financials,NASDAQ,United States,USD
WSML,APPS,DIGITAL TURBINE INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,UMPQ,UMPQUA HOLDINGS CORP,Equity,0.05,Financials,NASDAQ,United States,USD
WSML,NEO,NEOGENOMICS INC,Equity,0.05,Health Care,NASDAQ,United States,USD
WSML,BEAM,BEAM THERAPEUTICS INC,Equity,0.05,Health Care,NASDAQ,United States,USD
WSML,SMTC,SEMTECH CORP,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,EXLS,EXLSERVICE HOLDINGS INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,LOPE,GRAND CANYON EDUCATION INC,Equity,0.05,Consumer Discretionary,NASDAQ,United States,USD
WSML,KLIC,KULICKE AND SOFFA INDUSTRIES INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,UPST,UPSTART HOLDINGS INC,Equity,0.05,Financials,NASDAQ,United States,USD
WSML,PZZA,PAPA JOHNS INTERNATIONAL INC,Equity,0.05,Consumer Discretionary,NASDAQ,United States,USD
WSML,DIOD,DIODES INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,AIMC,ALTRA INDUSTRIAL MOTION CORP,Equity,0.05,Industrials,NASDAQ,United States,USD
WSML,PDCE,PDC ENERGY INC,Equity,0.05,Energy,NASDAQ,United States,USD
WSML,VMEO,VIMEO INC,Equity,0.05,Communication,NASDAQ,United States,USD
WSML,CHK,CHESAPEAKE ENERGY CORP,Equity,0.05,Energy,NASDAQ,United States,USD
WSML,LIVN,LIVANOVA PLC,Equity,0.05,Health Care,NASDAQ,United States,USD
WSML,DNLI,DENALI THERAPEUTICS INC,Equity,0.05,Health Care,NASDAQ,United States,USD
WSML,ICUI,ICU MEDICAL INC,Equity,0.05,Health Care,NASDAQ,United States,USD
WSML,SAFM,SANDERSON FARMS INC,Equity,0.05,Consumer Staples,NASDAQ,United States,USD
WSML,HAIN,HAIN CELESTIAL GROUP INC,Equity,0.05,Consumer Staples,NASDAQ,United States,USD
WSML,QLYS,QUALYS INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,PRFT,PERFICIENT INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,LPSN,LIVEPERSON INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,MMSI,MERIT MEDICAL SYSTEMS INC,Equity,0.05,Health Care,NASDAQ,United States,USD
WSML,PPBI,PACIFIC PREMIER BANCORP INC,Equity,0.05,Financials,NASDAQ,United States,USD
WSML,BBIO,BRIDGEBIO PHARMA INC,Equity,0.05,Health Care,NASDAQ,United States,USD
WSML,LANC,LANCASTER COLONY CORP,Equity,0.05,Consumer Staples,NASDAQ,United States,USD
WSML,AMBA,AMBARELLA INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,SAVA,CASSAVA SCIENCES INC,Equity,0.05,Health Care,NASDAQ,United States,USD
WSML,ALRM,ALARM.COM HOLDINGS INC,Equity,0.05,Information Technology,NASDAQ,United States,USD
WSML,APLS,APELLIS PHARMACEUTICALS INC,Equity,0.04,Health Care,NASDAQ,United States,USD
WSML,HOMB,HOME BANCSHARES INC,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,WTFC,WINTRUST FINANCIAL CORP,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,MIME,MIMECAST LTD,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,ACIW,ACI WORLDWIDE INC,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,SABR,SABRE CORP,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,NSIT,INSIGHT ENTERPRISES INC,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,FCFS,FIRSTCASH INC,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,TRIP,TRIPADVISOR INC,Equity,0.04,Communication,NASDAQ,United States,USD
WSML,CCMP,CMC MATERIALS INC,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,BMBL,BUMBLE INC CLASS A,Equity,0.04,Communication,NASDAQ,United States,USD
WSML,SBRA,SABRA HEALTH CARE REIT INC,Equity,0.04,Real Estate,NASDAQ,United States,USD
WSML,WDFC,WD-40,Equity,0.04,Consumer Staples,NASDAQ,United States,USD
WSML,FHB,FIRST HAWAIIAN INC,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,MLHR,HERMAN MILLER INC,Equity,0.04,Industrials,NASDAQ,United States,USD
WSML,VIAV,VIAVI SOLUTIONS INC,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,CVLT,COMMVAULT SYSTEMS INC,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,FTDR,FRONTDOOR INC,Equity,0.04,Consumer Discretionary,NASDAQ,United States,USD
WSML,SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,UNIT,UNITI GROUP INC,Equity,0.04,Real Estate,NASDAQ,United States,USD
WSML,CDNA,CAREDX INC,Equity,0.04,Health Care,NASDAQ,United States,USD
WSML,FELE,FRANKLIN ELECTRIC INC,Equity,0.04,Industrials,NASDAQ,United States,USD
WSML,SLGN,SILGAN HOLDINGS INC,Equity,0.04,Materials,NASDAQ,United States,USD
WSML,BCRX,BIOCRYST PHARMACEUTICALS INC,Equity,0.04,Health Care,NASDAQ,United States,USD
WSML,TCBI,TEXAS CAPITAL BANCSHARES INC,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,ESGR,ENSTAR GROUP LTD,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,PCH,POTLATCHDELTIC CORP,Equity,0.04,Real Estate,NASDAQ,United States,USD
WSML,EBC,EASTERN BANKSHARES INC,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,KOD,KODIAK SCIENCES INC,Equity,0.04,Health Care,NASDAQ,United States,USD
WSML,BECN,BEACON ROOFING SUPPLY INC,Equity,0.04,Industrials,NASDAQ,United States,USD
WSML,ABCB,AMERIS BANCORP,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,BLKB,BLACKBAUD INC,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,AEIS,ADVANCED ENERGY INDUSTRIES INC,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,VSAT,VIASAT INC,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Equity,0.04,Health Care,NASDAQ,United States,USD
WSML,ATRC,ATRICURE INC,Equity,0.04,Health Care,NASDAQ,United States,USD
WSML,MGEE,MGE ENERGY INC,Equity,0.04,Utilities,NASDAQ,United States,USD
WSML,CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Equity,0.04,Communication,NASDAQ,United States,USD
WSML,AVT,AVNET INC,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,BBBY,BED BATH AND BEYOND INC,Equity,0.04,Consumer Discretionary,NASDAQ,United States,USD
WSML,COLM,COLUMBIA SPORTSWEAR,Equity,0.04,Consumer Discretionary,NASDAQ,United States,USD
WSML,APPN,APPIAN CORP CLASS A,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,MGNI,MAGNITE INC,Equity,0.04,Communication,NASDAQ,United States,USD
WSML,SHOO,STEVEN MADDEN LTD,Equity,0.04,Consumer Discretionary,NASDAQ,United States,USD
WSML,ISBC,INVESTORS BANCORP INC,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,HCAT,HEALTH CATALYST INC,Equity,0.04,Health Care,NASDAQ,United States,USD
WSML,LGIH,LGI HOMES INC,Equity,0.04,Consumer Discretionary,NASDAQ,United States,USD
WSML,VC,VISTEON CORP,Equity,0.04,Consumer Discretionary,NASDAQ,United States,USD
WSML,CSOD,CORNERSTONE ONDEMAND INC,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,NUVA,NUVASIVE INC,Equity,0.04,Health Care,NASDAQ,United States,USD
WSML,LPRO,OPEN LENDING CORP CLASS A,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,IBTX,INDEPENDENT BANK GROUP INC,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,THRM,GENTHERM INC,Equity,0.04,Consumer Discretionary,NASDAQ,United States,USD
WSML,MGLN,MAGELLAN HEALTH INC,Equity,0.04,Health Care,NASDAQ,United States,USD
WSML,CWST,CASELLA WASTE SYSTEMS INC CLASS A,Equity,0.04,Industrials,NASDAQ,United States,USD
WSML,SMPL,THE SIMPLY GOOD FOODS COMPANY,Equity,0.04,Consumer Staples,NASDAQ,United States,USD
WSML,RRR,RED ROCK RESORTS ORS CLASS A INC,Equity,0.04,Consumer Discretionary,NASDAQ,United States,USD
WSML,SPT,SPROUT SOCIAL INC CLASS A,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,MARA,MARATHON DIGITAL HOLDINGS INC,Equity,0.04,Information Technology,NASDAQ,United States,USD
WSML,CTRE,CARETRUST REIT INC,Equity,0.04,Real Estate,NASDAQ,United States,USD
WSML,LAZR,LUMINAR TECHNOLOGIES INC CLASS A,Equity,0.04,Consumer Discretionary,NASDAQ,United States,USD
WSML,AGIO,AGIOS PHARMACEUTICALS INC,Equity,0.04,Health Care,NASDAQ,United States,USD
WSML,IHRT,IHEARTMEDIA INC CLASS A,Equity,0.04,Communication,NASDAQ,United States,USD
WSML,NSTG,NANOSTRING TECHNOLOGIES INC,Equity,0.04,Health Care,NASDAQ,United States,USD
WSML,VIR,VIR BIOTECHNOLOGY INC,Equity,0.04,Health Care,NASDAQ,United States,USD
WSML,CBRL,CRACKER BARREL OLD COUNTRY STORE I,Equity,0.04,Consumer Discretionary,NASDAQ,United States,USD
WSML,AAON,AAON INC,Equity,0.04,Industrials,NASDAQ,United States,USD
WSML,AUB,ATLANTIC UNION BANKSHARES CORP,Equity,0.04,Financials,NASDAQ,United States,USD
WSML,ARNA,ARENA PHARMACEUTICALS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,FULT,FULTON FINANCIAL CORP,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,TRUP,TRUPANION INC,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,WERN,WERNER ENTERPRISES INC,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,VG,VONAGE HOLDINGS CORP,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,OSTK,OVERSTOCK COM INC,Equity,0.03,Consumer Discretionary,NASDAQ,United States,USD
WSML,VRNT,VERINT SYSTEMS INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,MRCY,MERCURY SYSTEMS INC,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,SNBR,SLEEP NUMBER CORP,Equity,0.03,Consumer Discretionary,NASDAQ,United States,USD
WSML,SFM,SPROUTS FARMERS MARKET INC,Equity,0.03,Consumer Staples,NASDAQ,United States,USD
WSML,DOMO,DOMO INC CLASS B,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,DORM,DORMAN PRODUCTS INC,Equity,0.03,Consumer Discretionary,NASDAQ,United States,USD
WSML,COMM,COMMSCOPE HOLDING INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,PTCT,PTC THERAPEUTICS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,WSFS,WSFS FINANCIAL CORP,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,ITRI,ITRON INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,WAFD,WASHINGTON FEDERAL INC,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,MVIS,MICROVISION INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,AAL,AMERICAN AIRLINES GROUP INC,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,CATY,CATHAY GENERAL BANCORP,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,AMEH,APOLLO MEDICAL HOLDINGS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,CORT,CORCEPT THERAPEUTICS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,PGNY,PROGYNY INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,RCII,RENT-A-CENTER INC,Equity,0.03,Consumer Discretionary,NASDAQ,United States,USD
WSML,SANM,SANMINA CORP,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,COOP,MR COOPER GROUP INC,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,SITM,SITIME CORP,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,CDLX,CARDLYTICS INC,Equity,0.03,Communication,NASDAQ,United States,USD
WSML,RIOT,RIOT BLOCKCHAIN INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,OPCH,OPTION CARE HEALTH INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,ALTR,ALTAIR ENGINEERING INC CLASS A,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,IDCC,INTERDIGITAL INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,NCNO,NCINO INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,FWRD,FORWARD AIR CORP,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,IRBT,IROBOT CORP,Equity,0.03,Consumer Discretionary,NASDAQ,United States,USD
WSML,JJSF,J AND J SNACK FOODS CORP,Equity,0.03,Consumer Staples,NASDAQ,United States,USD
WSML,FOCS,FOCUS FINANCIAL PARTNERS INC CLASS,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,CVBF,CVB FINANCIAL CORP,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,PLXS,PLEXUS CORP,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,TGTX,TG THERAPEUTICS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,NKTR,NEKTAR THERAPEUTICS,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,IOSP,INNOSPEC INC,Equity,0.03,Materials,NASDAQ,United States,USD
WSML,TENB,TENABLE HOLDINGS INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,TBIO,TRANSLATE BIO INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,AXNX,AXONICS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,RMBS,RAMBUS INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,ACLS,AXCELIS TECHNOLOGIES INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,INMD,INMODE LTD,Equity,0.03,Health Care,NASDAQ,Israel,USD
WSML,PDCO,PATTERSON COMPANIES INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,EXPI,EXP WORLD HOLDINGS INC,Equity,0.03,Real Estate,NASDAQ,United States,USD
WSML,TOWN,TOWNEBANK,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,TPTX,TURNING POINT THERAPEUTICS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,FOLD,AMICUS THERAPEUTICS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,RETA,REATA PHARMACEUTICALS INC CLASS A,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,MDRX,ALLSCRIPTS HEALTHCARE SOLUTIONS IN,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,AMRS,AMYRIS INC,Equity,0.03,Materials,NASDAQ,United States,USD
WSML,FORM,FORMFACTOR INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,BIGC,BIGCOMMERCE HOLDINGS INC SERIES,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,IOVA,IOVANCE BIOTHERAPEUTICS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,AMKR,AMKOR TECHNOLOGY INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,ARVN,ARVINAS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,HLIO,HELIOS TECHNOLOGIES INC,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,GSHD,GOOSEHEAD INSURANCE INC CLASS A,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,INSM,INSMED INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,ITCI,INTRA CELLULAR THERAPIES INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,MYGN,MYRIAD GENETICS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,IBOC,INTERNATIONAL BANCSHARES CORP,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,MODV,MODIVCARE INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,SVC,SERVICE PROPERTIES TRUST,Equity,0.03,Real Estate,NASDAQ,United States,USD
WSML,KALU,KAISER ALUMINIUM CORP,Equity,0.03,Materials,NASDAQ,United States,USD
WSML,LOB,LIVE OAK BANCSHARES INC,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,ODP,ODP CORP,Equity,0.03,Consumer Discretionary,NASDAQ,United States,USD
WSML,VCYT,VERACYTE INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,KRTX,KARUNA THERAPEUTICS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,SFIX,STITCH FIX INC CLASS A,Equity,0.03,Consumer Discretionary,NASDAQ,United States,USD
WSML,ROCK,GIBRALTAR INDUSTRIES INC,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,INOV,INOVALON HOLDINGS INC CLASS A,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,MSEX,MIDDLESEX WATER,Equity,0.03,Utilities,NASDAQ,United States,USD
WSML,COLB,COLUMBIA BANKING SYSTEM INC,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,MANT,MANTECH INTERNATIONAL CORP CLASS A,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,NWE,NORTHWESTERN CORP,Equity,0.03,Utilities,NASDAQ,United States,USD
WSML,RAVN,RAVEN INDUSTRIES INC,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,UCBI,UNITED COMMUNITY BANKS INC,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,AVAV,AEROVIRONMENT INC,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,REGI,RENEWABLE ENERGY INC,Equity,0.03,Energy,NASDAQ,United States,USD
WSML,JACK,JACK IN THE BOX INC,Equity,0.03,Consumer Discretionary,NASDAQ,United States,USD
WSML,TWOU,2U INC,Equity,0.03,Consumer Discretionary,NASDAQ,United States,USD
WSML,CVCO,CAVCO INDUSTRIES INC,Equity,0.03,Consumer Discretionary,NASDAQ,United States,USD
WSML,CSWI,CSW INDUSTRIALS INC,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,CYTK,CYTOKINETICS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,FRME,FIRST MERCHANTS CORP,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,SDGR,SCHRODINGER INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,VRTS,VIRTUS INVESTMENT PARTNERS INC,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,HUBG,HUB GROUP INC CLASS A,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,URBN,URBAN OUTFITTERS INC,Equity,0.03,Consumer Discretionary,NASDAQ,United States,USD
WSML,ONEM,1LIFE HEALTHCARE INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,SYKE,SYKES ENTERPRISES INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,RPAY,REPAY HOLDINGS CORP CLASS A,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,NMIH,NMI HOLDINGS INC CLASS A,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,CRTX,CORTEXYME INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,VICR,VICOR CORP,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,MNTV,MOMENTIVE GLOBAL INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,HSKA,HESKA CORP,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,CVET,COVETRUS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,BAND,BANDWIDTH INC CLASS A,Equity,0.03,Communication,NASDAQ,United States,USD
WSML,SAGE,SAGE THERAPEUTICS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,DCOM,DIME COMMUNITY BANCSHARES INC,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,BUSE,FIRST BUSEY CORP,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,PRGS,PROGRESS SOFTWARE CORP,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,TTGT,TECHTARGET INC,Equity,0.03,Communication,NASDAQ,United States,USD
WSML,COKE,COCA COLA CONSOLIDATED INC,Equity,0.03,Consumer Staples,NASDAQ,United States,USD
WSML,PCRX,PACIRA BIOSCIENCES INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,FMBI,FIRST MIDWEST BANCORP INC,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,LESL,LESLIES INC,Equity,0.03,Consumer Discretionary,NASDAQ,United States,USD
WSML,ONB,OLD NATIONAL BANCORP,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,ALLK,ALLAKOS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,NTCT,NETSCOUT SYSTEMS INC,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,OTTR,OTTER TAIL CORP,Equity,0.03,Utilities,NASDAQ,United States,USD
WSML,FFBC,FIRST FINANCIAL BANCORP,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,VRRM,VERRA MOBILITY CORP CLASS A,Equity,0.03,Information Technology,NASDAQ,United States,USD
WSML,SASR,SANDY SPRING BANCORP INC,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,GSBC,GREAT SOUTHERN BANCORP INC,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,CENTA,CENTRAL GARDEN AND PET CLASS A,Equity,0.03,Consumer Staples,NASDAQ,United States,USD
WSML,MYRG,MYR GROUP INC,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,BOKF,BOK FINANCIAL CORP,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,TRMK,TRUSTMARK CORP,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,WSBC,WESBANCO INC,Equity,0.03,Financials,NASDAQ,United States,USD
WSML,CARG,CARGURUS INC CLASS A,Equity,0.03,Communication,NASDAQ,United States,USD
WSML,WIRE,ENCORE WIRE CORP,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,ACAD,ACADIA PHARMACEUTICALS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Equity,0.03,Communication,NASDAQ,United States,USD
WSML,RVNC,REVANCE THERAPEUTICS INC,Equity,0.03,Health Care,NASDAQ,United States,USD
WSML,RUSHA,RUSH ENTERPRISES INC CLASS A,Equity,0.03,Industrials,NASDAQ,United States,USD
WSML,LGND,LIGAND PHARMACEUTICALS INC,Equity,0.02,Health Care,NASDAQ,United States,USD
WSML,RNST,RENASANT CORP,Equity,0.02,Financials,NASDAQ,United States,USD
WSML,PATK,PATRICK INDUSTRIES INC,Equity,0.02,Consumer Discretionary,NASDAQ,United States,USD
WSML,EGBN,EAGLE BANCORP INC,Equity,0.02,Financials,NASDAQ,United States,USD
WSML,EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Equity,0.02,Financials,NASDAQ,United States,USD
WSML,FRTA,FORTERRA INC,Equity,0.02,Materials,NASDAQ,United States,USD
WSML,CORE,CORE MARK HOLDING INC,Equity,0.02,Consumer Discretionary,NASDAQ,United States,USD
WSML,FIBK,FIRST INTERSTATE BANCSYSTEM INC CL,Equity,0.02,Financials,NASDAQ,United States,USD
WSML,BLMN,BLOOMIN BRANDS INC,Equity,0.02,Consumer Discretionary,NASDAQ,United States,USD
WSML,OCFC,OCEANFIRST FINANCIAL CORP,Equity,0.02,Financials,NASDAQ,United States,USD
WSML,INDB,INDEPENDENT BANK CORP,Equity,0.02,Financials,NASDAQ,United States,USD
WSML,IRWD,IRONWOOD PHARMA INC CLASS A,Equity,0.02,Health Care,NASDAQ,United States,USD
WSML,OPK,OPKO HEALTH INC,Equity,0.02,Health Care,NASDAQ,United States,USD
WSML,CRVL,CORVEL CORP,Equity,0.02,Health Care,NASDAQ,United States,USD
WSML,CDXS,CODEXIS INC,Equity,0.02,Health Care,NASDAQ,United States,USD
WSML,SPWR,SUNPOWER CORP,Equity,0.02,Information Technology,NASDAQ,United States,USD
WSML,HOPE,HOPE BANCORP INC,Equity,0.02,Financials,NASDAQ,United States,USD
WSML,OM,OUTSET MEDICAL INC,Equity,0.02,Health Care,NASDAQ,United States,USD
WSML,PSMT,PRICESMART INC,Equity,0.02,Consumer Staples,NASDAQ,United States,USD
WSML,PAGP,PLAINS GP HOLDINGS CLASS A,Equity,0.02,Energy,NASDAQ,United States,USD
WSML,TREE,LENDINGTREE INC,Equity,0.02,Financials,NASDAQ,United States,USD
WSML,VBTX,VERITEX HOLDINGS INC,Equity,0.02,Financials,NASDAQ,United States,USD
WSML,OPEN,OPENDOOR TECHNOLOGIES INC,Equity,0.02,Real Estate,NASDAQ,United States,USD
